Date and time: ; 28-01-2025 15:14:27
MFC1: 1.000032; MFC2: 0; t: 24.3; t_huber: -2.7300; h: 33.21; p: 0.000; t_stm32: 6.29; rH_stm32: 89.17; 
psmethod: PalmSense_Scripts/CV_0.1Vpers_0V_-1.8V_0.5V_100nA_CP.psmethod; channel: 0; valve0: 2; valve1: 1; flow0: 1; flow1: 0; set_temp: 25; set_RH: 0; 
3.91006469726563E-05; -5.96048843149823E-05; Current
3.91006469726563E-05; -0.0530079757227213; CEPotential
-0.00996093731373549; -9.7752003058821E-05; Current
-0.00996093731373549; -0.064258018428518; CEPotential
-0.0199609752744436; -0.000121593954456507; Current
-0.0199609752744436; -0.0758205623205868; CEPotential
-0.0299610132351518; -0.000145435894212662; Current
-0.0299610132351518; -0.0877737326954957; CEPotential
-0.0399610511958599; -0.00016450946231573; Current
-0.0399610511958599; -0.0999612789601088; CEPotential
-0.0499610891565681; -0.000219107507487219; Current
-0.0499610891565681; -0.11222695052129; CEPotential
-0.0599611271172762; -0.000235796863530646; Current
-0.0599611271172762; -0.124648872675607; CEPotential
-0.0699611650779843; -0.00025296307534807; Current
-0.0699611650779843; -0.137070794829924; CEPotential
-0.0798830777421244; -0.000269652431391498; Current
-0.0798830777421244; -0.149648967577377; CEPotential
-0.0898831157028326; -0.000286341806061376; Current
-0.0898831157028326; -0.162227140324831; CEPotential
-0.0998831536635407; -0.000301386102447929; Current
-0.0998831536635407; -0.174805313072284; CEPotential
-0.109883191624249; -0.000317312523893023; Current
-0.109883191624249; -0.187539736412873; CEPotential
-0.119883229584957; -0.000333191261620031; Current
-0.119883229584957; -0.20035228505003; CEPotential
-0.129883267545665; -0.000349403785373636; Current
-0.129883267545665; -0.213164833687188; CEPotential
-0.139883305506373; -0.000367046820669795; Current
-0.139883305506373; -0.225899257027777; CEPotential
-0.149883343467081; -0.000384308386221274; Current
-0.149883343467081; -0.238789930961502; CEPotential
-0.15988338142779; -0.000403620381452738; Current
-0.15988338142779; -0.251758730191796; CEPotential
-0.169883419388498; -0.000423266132908474; Current
-0.169883419388498; -0.264727529422089; CEPotential
-0.179883457349206; -0.00044305496532079; Current
-0.179883457349206; -0.277618203355814; CEPotential
-0.189883495309914; -0.000461985461005249; Current
-0.189883495309914; -0.290587002586108; CEPotential
-0.199883533270622; -0.000480486833029266; Current
-0.199883533270622; -0.303633927112969; CEPotential
-0.20988357123133; -0.00049808218460734; Current
-0.20988357123133; -0.316446475750126; CEPotential
-0.21980548389547; -0.000513102615408816; Current
-0.21980548389547; -0.329337149683852; CEPotential
-0.229805521856179; -0.00052774157646561; Current
-0.229805521856179; -0.342149698321009; CEPotential
-0.239805559816887; -0.000539281095846868; Current
-0.239805559816887; -0.354727871068462; CEPotential
-0.249805597777595; -0.000553109374091566; Current
-0.249805597777595; -0.367071667926211; CEPotential
-0.259805635738303; -0.00056488731206325; Current
-0.259805635738303; -0.379259214190824; CEPotential
-0.269805673699011; -0.000577857342987063; Current
-0.269805673699011; -0.391368635158869; CEPotential
-0.279805711659719; -0.000592925457506624; Current
-0.279805711659719; -0.40324368023721; CEPotential
-0.289805749620427; -0.000605752437276182; Current
-0.289805749620427; -0.414884349425847; CEPotential
-0.299805787581136; -0.000619056254226591; Current
-0.299805787581136; -0.426446893317916; CEPotential
-0.309805825541844; -0.000633170694384448; Current
-0.309805825541844; -0.437931311913417; CEPotential
-0.319805863502552; -0.000644900889033399; Current
-0.319805863502552; -0.449337605212349; CEPotential
-0.32980590146326; -0.000657775552521042; Current
-0.32980590146326; -0.460509522621578; CEPotential
-0.339805939423968; -0.000667264672024638; Current
-0.339805939423968; -0.471759565327375; CEPotential
-0.349805977384676; -0.000681283744746325; Current
-0.349805977384676; -0.483009608033171; CEPotential
-0.359727890048816; -0.00069258478593251; Current
-0.359727890048816; -0.4941815254424; CEPotential
-0.369727928009524; -0.000703456733260575; Current
-0.369727928009524; -0.505431568148197; CEPotential
-0.379727965970233; -0.000713994894562045; Current
-0.379727965970233; -0.516759736150561; CEPotential
-0.389728003930941; -0.000722673331253545; Current
-0.389728003930941; -0.528166029449494; CEPotential
-0.399728041891649; -0.000730588888060331; Current
-0.399728041891649; -0.539494197451859; CEPotential
-0.409728079852357; -0.00073879048757098; Current
-0.409728079852357; -0.55097861604736; CEPotential
-0.419728117813065; -0.000745323216553295; Current
-0.419728117813065; -0.56246303464286; CEPotential
-0.429728155773773; -0.000751760518494793; Current
-0.429728155773773; -0.573947453238361; CEPotential
-0.439728193734481; -0.000757339513510757; Current
-0.439728193734481; -0.585431871833862; CEPotential
-0.44972823169519; -0.000762441730950518; Current
-0.44972823169519; -0.596916290429363; CEPotential
-0.459728269655898; -0.000767782307376057; Current
-0.459728269655898; -0.608400709024863; CEPotential
-0.469728307616606; -0.000770977116487763; Current
-0.469728307616606; -0.619885127620364; CEPotential
-0.479728345577314; -0.000774076617767946; Current
-0.479728345577314; -0.631291420919297; CEPotential
-0.489728383538022; -0.000777557529188164; Current
-0.489728383538022; -0.642775839514798; CEPotential
-0.499650296202162; -0.00077927414303923; Current
-0.499650296202162; -0.65418213281373; CEPotential
-0.50965033416287; -0.000781801380097744; Current
-0.50965033416287; -0.665588426112663; CEPotential
-0.519650372123579; -0.000785806812416898; Current
-0.519650372123579; -0.676916594115028; CEPotential
-0.529650410084287; -0.000786808170496686; Current
-0.529650410084287; -0.688244762117392; CEPotential
-0.539650448044995; -0.000789669253186444; Current
-0.539650448044995; -0.699494804823189; CEPotential
-0.549650486005703; -0.000790479876393892; Current
-0.549650486005703; -0.710744847528986; CEPotential
-0.559650523966411; -0.00079286406229815; Current
-0.559650523966411; -0.721994890234782; CEPotential
-0.569650561927119; -0.000794008471532194; Current
-0.569650561927119; -0.733166807644011; CEPotential
-0.579650599887827; -0.000795486666792834; Current
-0.579650599887827; -0.744416850349808; CEPotential
-0.589650637848536; -0.00079701254577156; Current
-0.589650637848536; -0.7554325171659; CEPotential
